Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
24,98,Medium,Low,No,9,39,Medium,Yes,3,High,Low,Private,Negative,2,No,Postgraduate,Far,Male,51
33,64,High,Medium,No,8,41,Medium,Yes,1,Medium,High,Public,Neutral,3,No,College,Moderate,Female,51
18,71,Low,Low,Yes,7,45,Low,Yes,2,Low,Medium,Public,Negative,4,No,College,Near,Male,45
21,80,Medium,High,No,5,48,High,Yes,2,Medium,Low,Private,Neutral,1,No,Postgraduate,Moderate,Male,51
21,94,High,Medium,Yes,8,75,Low,Yes,0,Low,Medium,Public,Neutral,3,No,Postgraduate,Near,Male,54
29,80,Medium,Medium,Yes,6,53,Medium,Yes,0,Medium,Medium,Public,Positive,3,No,College,Moderate,Female,52
19,90,High,Medium,Yes,5,63,High,Yes,0,Medium,High,Private,Positive,5,No,Postgraduate,Near,Female,54
22,66,Medium,High,No,8,71,Low,Yes,3,Medium,Medium,Private,Positive,3,No,High School,Moderate,Female,50
24,70,Medium,High,No,5,46,Medium,Yes,2,Low,Medium,Private,Negative,4,Yes,College,Near,Male,48
21,89,Medium,Medium,No,4,42,Medium,Yes,1,High,Medium,Private,Positive,2,No,High School,Near,Female,51
17,67,Low,High,Yes,9,46,High,Yes,3,Medium,Medium,Public,Positive,3,No,High School,Near,Male,48
21,74,High,Medium,No,6,70,Medium,Yes,1,Low,High,Public,Positive,1,No,High School,Near,Male,72
26,71,High,Low,Yes,4,62,Low,Yes,1,Medium,Medium,Public,Negative,3,No,College,Moderate,Male,49
14,74,High,High,Yes,6,54,High,Yes,2,Medium,Medium,Private,Neutral,3,No,High School,Near,Female,50
21,88,High,Medium,No,6,68,Medium,Yes,2,High,Medium,Public,Neutral,1,No,High School,Moderate,Female,52
16,75,High,Medium,Yes,9,46,Medium,Yes,3,Low,Medium,Public,Positive,4,No,High School,Moderate,Female,49
27,82,Medium,High,Yes,5,46,Low,Yes,1,Low,High,Private,Neutral,4,No,High School,Moderate,Female,51
11,64,High,Medium,Yes,5,58,Low,Yes,2,Low,High,Private,Neutral,4,No,College,Moderate,Male,46
17,92,Medium,Low,Yes,8,67,High,Yes,1,High,Low,Public,Negative,3,No,High School,Near,Male,51
22,75,Medium,High,Yes,6,47,Low,Yes,1,Low,Medium,Public,Positive,2,No,College,Near,Male,50
29,86,Medium,Medium,Yes,7,45,Medium,Yes,0,Medium,Medium,Public,Negative,4,No,High School,Far,Female,51
20,89,High,Medium,Yes,6,55,Medium,Yes,1,Low,High,Private,Neutral,2,No,High School,Moderate,Male,51
17,68,Medium,Medium,Yes,10,42,Medium,Yes,1,High,Medium,Private,Positive,1,Yes,High School,Moderate,Female,46
31,95,High,Medium,Yes,5,65,Medium,Yes,2,Low,Medium,Public,Neutral,3,No,Postgraduate,Moderate,Male,56
11,85,Medium,Medium,No,7,59,Low,Yes,2,High,Low,Public,Positive,3,No,High School,Near,Male,48
7,77,High,Medium,No,9,57,Medium,Yes,2,Medium,High,Public,Negative,3,No,College,Moderate,Male,47
23,67,High,Medium,No,6,70,Low,Yes,1,Medium,Medium,Public,Positive,2,No,College,Far,Male,49
17,98,Low,High,No,6,65,High,No,3,Medium,Medium,Private,Positive,5,No,College,Near,Female,53
14,90,High,Medium,Yes,8,42,Medium,Yes,0,Medium,Medium,Public,Positive,3,Yes,College,Moderate,Male,49
24,68,Medium,Medium,No,9,53,Medium,Yes,2,Medium,Medium,Public,Neutral,4,No,College,Near,Male,49
21,74,Medium,High,No,6,49,Low,Yes,1,Medium,High,Private,Negative,4,No,High School,Near,Male,49
17,92,High,High,Yes,9,67,Medium,Yes,1,High,Low,Public,Positive,3,No,,Moderate,Male,53
12,88,Medium,Medium,Yes,7,64,High,Yes,3,Medium,High,Public,Positive,3,Yes,High School,Moderate,Male,51
25,91,Medium,Medium,No,8,55,High,Yes,1,Medium,High,Private,Positive,3,No,College,Moderate,Male,53
24,78,Medium,Medium,Yes,9,68,Low,Yes,0,High,High,Public,Negative,3,No,Postgraduate,Far,Female,51
19,89,Low,Medium,No,8,53,Medium,Yes,2,Low,High,Public,Positive,4,No,High School,Near,Male,51
31,75,Medium,Medium,No,7,67,Low,Yes,2,Medium,High,Public,Neutral,2,Yes,High School,Moderate,Male,51
14,68,Medium,Medium,Yes,6,39,Medium,Yes,2,Low,Medium,Public,Positive,2,No,College,Near,Male,46
11,85,High,Low,Yes,10,42,High,Yes,0,Medium,High,Public,Neutral,5,No,High School,Near,Male,48
16,99,Low,High,No,6,66,High,Yes,2,Low,Low,Public,Neutral,3,No,Postgraduate,Near,Male,53
20,72,Medium,High,Yes,7,42,Low,Yes,0,Low,Medium,Public,Negative,6,Yes,College,Moderate,Male,47
21,78,High,Medium,No,8,63,Low,Yes,1,High,Low,Public,Positive,4,No,High School,Near,Male,51
19,87,High,Low,Yes,8,64,Low,Yes,1,Medium,High,Public,Positive,4,No,High School,Moderate,Female,51
22,82,High,High,No,10,62,Medium,Yes,1,Low,High,Private,Neutral,2,Yes,College,Moderate,Male,51
12,94,Medium,High,Yes,7,68,Low,Yes,3,Medium,Medium,Private,Positive,3,No,Postgraduate,Near,Female,53
29,90,Medium,High,No,7,57,Medium,Yes,0,Low,Medium,Public,Neutral,1,No,Postgraduate,Moderate,Female,53
20,62,Medium,Medium,Yes,9,71,Low,Yes,0,Medium,Medium,Private,Neutral,3,Yes,High School,Near,Male,46
27,100,Low,Low,Yes,7,58,Low,Yes,2,Medium,Medium,Public,Negative,2,No,High School,Near,Male,52
22,90,High,High,No,8,56,High,Yes,1,Low,Low,Private,Neutral,3,No,College,Moderate,Male,52
23,95,Medium,Medium,Yes,7,56,Medium,Yes,2,High,Medium,Public,Positive,2,No,College,Near,Male,54
23,86,Medium,High,Yes,8,72,Low,Yes,3,Medium,Medium,Private,Positive,2,No,High School,Moderate,Female,53
23,94,Medium,Low,Yes,8,46,Medium,Yes,2,Low,Medium,Public,Positive,0,No,Postgraduate,Moderate,Female,51
24,64,Medium,High,Yes,6,63,High,Yes,0,High,Low,Private,Neutral,3,Yes,Postgraduate,,Male,49
28,74,Medium,Low,Yes,4,46,Medium,Yes,1,Low,Medium,Private,Neutral,3,No,High School,Moderate,Male,48
21,95,High,Medium,No,4,41,Medium,Yes,2,Medium,High,Private,Neutral,1,No,College,Near,Male,53
24,68,Medium,Medium,Yes,4,73,High,Yes,2,Medium,High,Public,Negative,2,No,High School,Near,Male,51
19,63,Medium,High,Yes,7,42,Medium,Yes,2,Low,Medium,Private,Positive,3,No,High School,Near,Female,48
29,92,Low,Low,Yes,4,63,Medium,Yes,2,Low,Medium,Public,Negative,3,No,Postgraduate,Near,Male,53
16,93,Low,Medium,No,7,53,Medium,Yes,0,Medium,High,Public,Positive,2,No,High School,Near,Male,50
31,67,Medium,Low,No,7,69,High,Yes,2,Medium,Medium,Public,Negative,3,No,High School,Far,Female,49
20,94,Low,High,Yes,8,66,Medium,Yes,1,Low,Medium,Public,Positive,4,No,High School,Near,Male,53
11,87,Low,Medium,No,8,42,High,Yes,0,Low,Medium,Public,Negative,2,No,High School,Moderate,Male,46
21,81,High,Medium,No,8,54,Medium,Yes,3,Low,Medium,Public,Positive,2,Yes,High School,Near,Male,50
16,93,Medium,Low,Yes,8,38,Medium,Yes,3,Low,Medium,Public,Neutral,2,No,College,Near,Male,50
25,77,Low,Medium,Yes,7,53,Medium,Yes,0,Medium,Medium,Public,Negative,3,No,High School,Near,Female,49
16,68,Low,Medium,Yes,7,63,High,Yes,1,Low,High,Private,Positive,3,No,Postgraduate,Moderate,Female,48
17,71,Low,Medium,Yes,6,46,Medium,Yes,2,Low,Medium,Public,Neutral,3,Yes,College,Near,Male,46
9,80,Medium,High,No,7,68,Low,Yes,1,Medium,Medium,Public,Neutral,3,No,College,Near,Female,48
17,81,Medium,Low,Yes,5,39,Low,Yes,0,Medium,Medium,Public,Neutral,1,No,College,Near,Male,47
5,92,Medium,Medium,Yes,9,39,Medium,Yes,2,High,Medium,Private,Neutral,4,Yes,College,Moderate,Female,48
10,92,Low,High,Yes,6,38,Low,Yes,1,Medium,Medium,Private,Neutral,3,No,High School,Near,Female,48
25,83,Medium,High,No,7,48,Medium,Yes,0,Low,Medium,Public,Neutral,2,No,College,Moderate,Male,51
25,91,Medium,High,Yes,7,54,Medium,Yes,2,Low,Medium,Public,Positive,3,No,High School,Near,Female,54
23,68,Medium,Medium,Yes,9,41,Medium,Yes,0,Low,Medium,Public,Positive,3,No,College,Moderate,Male,48
14,62,High,Medium,No,4,75,Low,Yes,1,Low,Medium,Public,Neutral,3,No,High School,Near,Male,46
20,95,Medium,Low,Yes,7,75,Low,No,3,Low,Medium,Private,Neutral,2,No,High School,Near,Female,51
20,63,Low,Low,Yes,8,57,Medium,Yes,3,Medium,Medium,Public,Neutral,4,No,Postgraduate,Near,Female,48
13,70,High,Medium,No,10,58,Medium,Yes,1,Low,Medium,Public,Negative,2,No,High School,Far,Female,45
29,88,Medium,High,No,7,72,Low,Yes,2,Low,Low,Public,Positive,2,No,High School,Near,Female,54
25,76,Medium,Low,Yes,6,66,Low,Yes,1,Medium,Medium,Private,Negative,3,No,College,Far,Male,49
19,95,High,Low,No,10,43,Low,Yes,2,High,Medium,Public,Positive,3,No,High School,Near,Male,51
20,72,Medium,Medium,No,8,67,High,No,2,Low,Low,Private,Neutral,2,No,College,Near,Female,48
21,60,High,Medium,Yes,9,46,Medium,Yes,2,Low,Medium,Public,Positive,3,No,High School,Near,Male,48
8,72,Low,Medium,Yes,5,54,Medium,Yes,3,High,Low,Private,Positive,4,No,High School,Near,Female,46
19,83,Medium,Medium,No,8,57,High,Yes,1,Low,Medium,Public,Positive,4,No,High School,Far,Male,49
16,75,Low,Low,Yes,5,64,Medium,Yes,0,Low,Medium,Public,Positive,1,No,College,Moderate,Female,46
14,81,Medium,Medium,Yes,5,43,High,Yes,3,Low,High,Public,Negative,4,No,Postgraduate,Moderate,Male,49
18,95,Medium,High,No,8,40,Medium,Yes,2,High,Medium,Public,Neutral,3,No,College,Moderate,Female,52
31,96,Medium,Medium,Yes,8,69,Low,Yes,3,Low,Medium,Public,Positive,3,No,High School,Near,Male,56
24,71,Low,High,Yes,6,68,Medium,Yes,3,High,Medium,Public,Neutral,2,No,High School,Far,Female,50
17,78,Low,Medium,Yes,9,57,Low,Yes,4,Medium,Medium,Public,Positive,2,No,College,Near,Male,49
23,82,Medium,High,No,6,62,Medium,Yes,2,Medium,Medium,Private,Positive,3,No,Postgraduate,Moderate,Male,53
28,98,High,Medium,Yes,7,64,Medium,Yes,2,Medium,High,Private,Neutral,2,No,High School,Near,Female,56
26,100,High,High,No,7,55,Low,Yes,1,Medium,Medium,Public,Neutral,2,No,High School,Far,Female,54
20,69,High,Medium,No,7,47,Low,Yes,2,Low,Medium,Private,Negative,2,No,,Moderate,Female,48
16,89,Medium,Medium,Yes,9,55,Medium,No,1,Low,Medium,Public,Neutral,3,No,High School,Far,Male,48
24,75,Low,Medium,No,5,73,High,Yes,1,Low,Medium,Public,Positive,3,No,High School,Near,Male,50
22,60,Medium,Medium,No,6,69,Low,Yes,2,Low,High,Public,Negative,2,No,High School,Near,Male,47
25,60,Medium,Low,Yes,5,54,Low,Yes,1,Medium,Medium,Public,Negative,2,No,High School,Near,Male,46
24,78,Low,High,Yes,10,45,High,Yes,2,Medium,Medium,Public,Positive,4,No,College,Moderate,Female,51
26,80,Medium,Medium,Yes,7,70,Medium,Yes,1,Low,Medium,Private,Positive,2,No,Postgraduate,Moderate,Male,52
17,61,Low,Medium,Yes,6,61,High,Yes,0,Medium,High,Public,Neutral,4,No,Postgraduate,Near,Male,47
28,87,Medium,Medium,Yes,7,52,Medium,Yes,2,Low,Medium,Public,Neutral,2,No,Postgraduate,Near,Male,53
21,72,Medium,Low,Yes,8,42,Medium,Yes,0,Low,Medium,Public,Neutral,4,No,High School,Near,Male,47
32,82,Low,Medium,Yes,8,66,Low,Yes,0,High,Medium,Public,Positive,2,No,College,Moderate,Male,53
16,72,Medium,Medium,Yes,6,49,Low,Yes,0,Low,Medium,Private,Positive,4,No,College,Near,Male,47
30,67,Medium,High,Yes,6,60,High,Yes,0,Low,Medium,Public,Neutral,4,No,,Moderate,Male,51
21,76,Medium,Low,Yes,5,58,High,No,0,Low,High,Public,Neutral,3,No,High School,Near,Male,48
16,69,High,High,Yes,7,63,Medium,Yes,0,High,High,Private,Negative,3,No,High School,Near,Female,49
17,81,Low,Medium,Yes,9,57,Medium,Yes,3,Low,Medium,Public,Neutral,4,No,College,Far,Male,49
18,68,High,High,No,6,61,Low,Yes,0,Medium,High,Public,Positive,3,No,High School,Near,Male,49
23,80,Low,Low,Yes,8,40,Medium,Yes,0,Medium,High,Private,Positive,2,No,,Near,Female,48
23,66,Medium,High,No,6,62,Medium,Yes,0,High,Medium,Public,Positive,2,No,High School,Near,Female,49
17,87,Medium,Medium,Yes,5,45,Medium,Yes,4,Medium,Medium,Private,Positive,3,Yes,High School,Near,Female,50
20,90,High,Medium,No,8,52,Medium,Yes,0,Medium,Medium,Private,Neutral,3,No,High School,Moderate,Female,51
33,64,Medium,Low,Yes,10,57,Low,Yes,2,High,High,Private,Neutral,3,No,High School,Near,Male,51
30,79,Low,Medium,No,8,63,Medium,Yes,3,Low,Medium,Private,Negative,3,No,College,Moderate,Female,51
23,63,Medium,Low,Yes,6,65,Low,Yes,1,Medium,Medium,Public,Neutral,2,No,Postgraduate,Near,Male,48
20,84,Medium,Medium,No,6,63,Medium,Yes,0,Medium,Medium,Private,Positive,3,No,High School,Moderate,Male,50
21,71,Medium,Medium,Yes,10,41,Low,Yes,1,Medium,Medium,Public,Negative,4,No,High School,Moderate,Female,47
24,81,Low,High,Yes,7,51,Medium,Yes,3,Low,Medium,Public,Negative,3,No,College,,Male,50
14,81,Medium,High,Yes,6,48,Low,No,2,High,High,Public,Neutral,2,No,High School,Far,Female,48
18,97,Low,Medium,No,7,52,Low,Yes,0,High,Medium,Public,Neutral,2,Yes,High School,Near,Female,49
10,82,High,Medium,No,7,61,Low,Yes,2,Low,High,Private,Neutral,4,No,High School,Near,Male,48
22,83,Medium,Medium,Yes,8,45,Low,No,4,Medium,Medium,Public,Neutral,2,No,Postgraduate,Moderate,Female,51
24,76,Low,High,No,9,56,Low,Yes,0,Low,Medium,Private,Positive,5,No,High School,Near,Male,49
17,98,High,High,No,9,70,Low,Yes,0,High,Low,Public,Negative,3,No,College,Near,Male,53
29,91,Medium,High,Yes,7,65,Medium,No,2,Medium,High,Private,Negative,4,No,College,Near,Female,55
13,71,Medium,High,No,7,64,Low,Yes,2,Low,Medium,Public,Positive,3,No,Postgraduate,Near,Male,48
11,94,Low,High,Yes,8,69,High,Yes,0,Medium,Medium,Public,Neutral,4,No,High School,Near,Female,51
21,77,Medium,High,Yes,6,52,Low,No,2,High,Medium,Private,Positive,2,No,College,Near,Male,51
26,93,Medium,Medium,No,8,66,Medium,Yes,1,Medium,High,Public,Neutral,4,Yes,College,Near,Male,54
30,93,High,High,Yes,7,39,Medium,Yes,3,Low,Medium,Private,Negative,2,No,Postgraduate,Moderate,Female,55
17,68,Low,High,No,8,39,Medium,Yes,0,Low,Medium,Public,Neutral,2,No,College,Near,Male,45
26,88,Low,Low,No,10,50,Low,Yes,0,Low,Low,Private,Positive,3,No,High School,Far,Male,48
20,72,High,Low,No,8,45,Low,Yes,0,Low,Medium,Public,Neutral,5,No,High School,Near,Male,47
19,72,High,Medium,Yes,7,57,Medium,Yes,1,Medium,High,Public,Positive,2,No,High School,Moderate,Female,49
25,72,Low,High,Yes,6,44,Medium,Yes,2,Low,Medium,Public,Negative,3,No,High School,Near,Male,49
24,89,High,Medium,Yes,7,74,Medium,Yes,2,Low,High,Private,Neutral,4,No,High School,Near,Female,54
11,69,Medium,Medium,No,5,69,Medium,Yes,0,Medium,High,Public,Negative,4,No,College,Near,Male,47
29,60,High,High,Yes,8,74,Medium,Yes,0,Medium,Medium,Public,Positive,4,Yes,High School,,Female,51
28,89,High,Low,Yes,4,67,High,Yes,3,Low,High,Public,Positive,2,Yes,Postgraduate,Moderate,Female,54
16,67,Low,High,Yes,8,73,Medium,Yes,0,High,Low,Private,Negative,3,No,High School,Moderate,Male,47
22,64,Medium,High,Yes,8,51,Medium,Yes,2,Medium,Medium,Public,Negative,4,No,High School,Near,Male,48
23,70,Low,High,Yes,7,56,High,Yes,0,Low,Medium,Public,Positive,4,No,,Near,Female,49
22,75,Low,Low,Yes,6,46,Medium,Yes,0,High,High,Public,Negative,3,No,Postgraduate,Near,Female,48
17,79,Low,High,Yes,7,61,Medium,Yes,0,Medium,High,Public,Negative,2,No,College,Near,Male,49
16,62,High,Medium,No,4,66,High,Yes,3,Low,Medium,Public,Neutral,3,No,College,Near,Female,48
20,99,Medium,Medium,No,8,56,Medium,Yes,2,Low,High,Private,Negative,2,No,Postgraduate,Far,Female,52
27,89,Medium,Medium,No,7,48,Medium,Yes,1,Medium,Medium,Public,Neutral,3,No,High School,Near,Female,52
23,73,High,Medium,Yes,9,56,Medium,Yes,0,High,High,Private,Positive,3,No,High School,Moderate,Female,51
18,73,Medium,High,No,8,39,Medium,No,1,Low,High,Public,Neutral,3,No,Postgraduate,Moderate,Male,48
25,78,Medium,Medium,No,7,64,Medium,Yes,1,Medium,Medium,Public,Negative,3,No,Postgraduate,Moderate,Female,51
3,85,Low,High,No,8,54,Low,Yes,2,Low,Medium,Private,Neutral,3,No,High School,Near,Male,46
27,66,Medium,Medium,Yes,6,71,Medium,Yes,1,Medium,,Public,Positive,3,No,College,Moderate,Male,51
10,68,Low,Medium,No,6,72,Low,Yes,1,High,Medium,Public,Neutral,3,No,College,Moderate,Male,45
18,94,High,Medium,Yes,7,42,Low,No,1,Low,Medium,Public,Positive,3,No,Postgraduate,Near,Male,51
13,70,Medium,Medium,Yes,7,75,Medium,Yes,3,Low,Medium,Public,Neutral,3,No,High School,Near,Male,48
12,75,Medium,High,Yes,6,73,Medium,Yes,2,Low,Medium,Public,Neutral,2,No,College,Far,Male,48
27,95,Medium,High,No,7,60,Low,Yes,3,Low,Medium,Public,Neutral,2,No,High School,Moderate,Male,54
17,87,Medium,Medium,Yes,7,68,High,Yes,3,Low,High,Public,Positive,3,Yes,College,Near,Female,52
22,74,Medium,High,Yes,10,38,Medium,No,1,Medium,Medium,Private,Negative,4,No,High School,Near,Male,48
20,87,Medium,Medium,No,7,74,Medium,Yes,3,Low,Medium,Public,Negative,3,No,High School,Near,Male,51
23,61,High,Low,Yes,6,54,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,College,Near,Male,48
20,89,Low,Medium,Yes,7,71,Low,Yes,3,Low,Medium,Private,Neutral,2,No,High School,Near,Male,51
12,79,Low,Medium,Yes,9,51,Medium,Yes,2,Low,High,Public,Neutral,3,No,Postgraduate,Near,Male,48
26,93,Medium,High,Yes,9,66,Medium,Yes,0,Low,Medium,Public,Neutral,3,No,College,Moderate,Male,54
17,98,High,Low,Yes,10,53,Medium,Yes,0,Low,High,Private,Positive,3,No,Postgraduate,Moderate,Female,52
11,97,Medium,Medium,Yes,7,51,Low,Yes,0,Low,Medium,Private,Negative,2,No,High School,Moderate,Female,48
17,96,Medium,Low,No,8,72,Low,Yes,0,Medium,Medium,Public,Negative,3,No,High School,Near,Female,50
29,80,Medium,Low,No,5,63,High,Yes,0,High,High,Public,Neutral,2,No,High School,Moderate,Male,51
25,74,Low,Medium,Yes,6,69,Low,Yes,4,Medium,Medium,Private,Positive,3,No,Postgraduate,Near,Male,52
18,79,Medium,Medium,Yes,5,57,Low,Yes,1,Low,High,Public,Neutral,3,No,High School,Near,Male,48
18,88,High,High,Yes,8,72,Low,Yes,1,Low,Medium,Public,Positive,3,No,High School,Far,Female,51
18,95,High,Medium,Yes,7,65,High,Yes,5,Medium,Medium,Public,Neutral,2,No,College,Near,Male,55
32,68,Low,Medium,Yes,7,40,Medium,Yes,1,Low,Medium,Private,Neutral,1,No,Postgraduate,Near,Male,49
22,97,Medium,Medium,Yes,6,66,High,Yes,1,Low,Low,Private,Positive,4,No,College,Near,Male,54
23,93,Medium,Low,Yes,8,38,High,No,0,Low,High,Private,Positive,1,No,High School,,Male,50
26,99,Low,High,Yes,4,68,High,Yes,2,High,Low,Public,Neutral,4,No,Postgraduate,Moderate,Female,56
21,95,Medium,Low,Yes,7,50,Medium,Yes,3,Medium,Medium,Public,Positive,2,No,College,Far,Female,52
18,71,Low,Low,No,7,60,Medium,Yes,1,Medium,Low,Public,Neutral,4,No,Postgraduate,Moderate,Female,47
19,64,Medium,Medium,No,4,65,High,Yes,2,Medium,Medium,Private,Positive,4,No,High School,Moderate,Male,48
20,64,Medium,High,No,8,61,Medium,Yes,3,Medium,Low,Public,Negative,3,No,High School,Moderate,Female,48
20,72,Medium,High,No,7,63,Low,Yes,2,Medium,High,Public,Negative,2,No,High School,Moderate,Female,48
24,85,Medium,Medium,Yes,8,71,Medium,Yes,2,Medium,Medium,Public,Negative,4,No,High School,Near,Female,52
20,92,Medium,Low,No,10,51,Medium,Yes,0,Low,Medium,Public,Positive,2,No,Postgraduate,Far,Male,50
24,96,Medium,Medium,Yes,7,57,Low,No,0,Low,Medium,Public,Negative,2,Yes,High School,Near,Female,50
20,85,Medium,High,No,8,44,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,Postgraduate,Far,Female,51
20,60,Medium,Medium,No,9,54,High,Yes,4,Medium,Medium,Public,Negative,4,No,College,Near,Male,48
8,67,High,Medium,Yes,8,43,Low,Yes,2,Medium,Medium,Public,Positive,1,No,Postgraduate,Moderate,Female,45
25,64,Medium,Low,Yes,6,61,Low,Yes,2,Low,Medium,Public,Negative,3,No,High School,Moderate,Female,47
22,75,Medium,Low,Yes,5,49,Low,Yes,2,Low,Medium,Public,Positive,2,No,High School,Far,Male,60
26,80,Medium,Medium,Yes,8,69,Medium,Yes,2,Low,Low,Public,Neutral,1,No,Postgraduate,Moderate,Male,51
3,62,Medium,Low,No,6,50,Medium,Yes,1,Low,Medium,Public,Negative,3,No,High School,Near,Male,41
33,74,Medium,Medium,No,9,48,Medium,Yes,2,Medium,Medium,Private,Neutral,4,No,Postgraduate,Near,Female,52
19,67,Medium,Medium,Yes,6,56,High,Yes,1,Low,Medium,Public,Neutral,3,No,College,Near,Female,48
27,86,Low,Medium,Yes,7,44,Low,Yes,1,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,51
14,79,Medium,Low,Yes,5,45,Medium,Yes,3,Low,Medium,Public,Negative,5,No,High School,Near,Male,48
24,80,Medium,Medium,No,6,66,Medium,Yes,1,Low,High,Public,Neutral,3,No,College,Near,Male,51
14,77,Low,High,No,6,56,Medium,Yes,1,Medium,High,Public,Neutral,4,Yes,High School,Near,Female,66
16,98,Medium,Low,Yes,6,45,Medium,Yes,1,Medium,Medium,Private,Positive,3,No,High School,Far,Male,50
31,69,Medium,Medium,No,7,39,Medium,No,2,High,Low,Public,Neutral,5,No,College,Far,Male,69
19,81,High,High,No,6,54,Low,No,1,Low,High,Private,Positive,3,No,High School,Near,Female,50
21,89,Low,Medium,Yes,10,65,Low,Yes,3,Medium,Medium,Public,Positive,3,No,College,Near,Male,52
25,82,High,Low,No,8,51,Medium,Yes,1,Low,High,Public,Neutral,3,No,College,Near,Male,51
23,97,Medium,Low,Yes,9,46,Medium,Yes,0,Low,Medium,Private,Positive,2,No,Postgraduate,Near,Male,52
21,75,Medium,Medium,Yes,7,52,Low,Yes,3,Medium,Medium,Public,Positive,4,Yes,Postgraduate,Near,Male,50
22,79,Medium,Medium,Yes,7,73,High,Yes,0,High,Medium,Public,Neutral,3,No,High School,Near,Male,51
34,64,Medium,Medium,No,6,53,High,Yes,0,Low,High,Private,Negative,4,No,High School,Near,Female,50
20,84,High,High,Yes,10,47,Medium,Yes,0,Low,Medium,Private,Positive,4,No,High School,Near,Female,51
21,72,Medium,High,No,7,58,Low,No,0,High,Medium,Public,Neutral,1,Yes,High School,Near,Female,47
26,66,Medium,Medium,No,6,68,Medium,Yes,3,Medium,,Public,Positive,3,No,College,Near,Female,51
27,82,Medium,High,No,6,38,Low,Yes,1,Low,Medium,Public,Negative,3,No,High School,Moderate,Male,49
27,81,Medium,Medium,No,8,58,Medium,Yes,0,Medium,Medium,Public,Positive,3,No,High School,Moderate,Male,51
24,63,Medium,Medium,Yes,9,69,Medium,Yes,4,Medium,Medium,Private,Positive,4,No,Postgraduate,Near,Male,51
13,88,High,Low,Yes,9,45,Low,Yes,4,Medium,Medium,Private,Negative,3,No,High School,Near,Female,49
30,85,Medium,Medium,Yes,6,72,Low,Yes,1,Medium,Medium,Private,Neutral,4,No,High School,Near,Female,54
13,68,Low,Medium,Yes,6,59,Medium,Yes,1,High,Medium,Private,Negative,3,No,College,Near,Male,46
22,79,Medium,Medium,No,9,57,Medium,Yes,1,Low,Medium,Private,Positive,2,No,High School,Near,Male,50
15,89,High,Low,No,10,73,Low,Yes,0,Low,Medium,Private,Positive,2,No,College,Near,Male,50
20,81,High,High,Yes,7,42,Low,No,1,Medium,Medium,Private,Positive,3,No,High School,Near,Male,50
22,76,Medium,Low,No,9,65,Low,Yes,2,Low,High,Public,Neutral,3,Yes,College,Near,Female,48
22,73,High,Low,No,5,68,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,Postgraduate,Moderate,Male,50
23,84,Low,Low,No,6,55,Medium,No,3,Low,Medium,Public,Positive,1,No,High School,Near,Female,49
30,98,Low,Low,Yes,5,37,High,Yes,0,Low,High,Public,Negative,2,No,College,Near,Male,52
23,87,Low,High,No,8,57,Medium,Yes,2,High,Medium,Public,Positive,5,Yes,Postgraduate,Near,Female,53
19,63,Low,High,Yes,7,43,Medium,Yes,2,Low,High,Private,Neutral,3,No,Postgraduate,Near,Female,48
26,78,Low,High,Yes,7,58,Low,Yes,4,Medium,Medium,Private,Neutral,4,No,High School,Moderate,Female,51
27,96,Medium,High,Yes,9,65,Low,No,0,Medium,High,Public,Positive,2,No,College,Moderate,Male,54
13,64,Medium,Low,Yes,6,57,Medium,Yes,0,Low,High,Public,Neutral,4,No,High School,Near,Male,45
24,100,Medium,Low,Yes,7,61,Low,Yes,1,Medium,High,Private,Positive,3,No,High School,Moderate,Male,53
24,98,Medium,Medium,Yes,5,41,High,Yes,0,Medium,Medium,Public,Positive,3,No,High School,Moderate,Male,53
18,63,High,High,No,9,41,Medium,Yes,2,High,High,Private,Positive,2,No,Postgraduate,Near,Female,49
28,97,Medium,Medium,No,9,69,Low,Yes,3,Medium,High,Public,Neutral,3,No,High School,Near,Female,55
19,75,Medium,Medium,No,8,39,High,Yes,0,Low,Medium,Public,Negative,4,No,Postgraduate,Moderate,Male,48
21,94,Medium,Low,Yes,7,48,Low,Yes,2,Medium,Medium,Private,Neutral,2,No,High School,Near,Male,51
19,77,High,Low,No,6,72,Low,Yes,4,Low,Medium,Public,Negative,2,No,High School,Near,Male,49
20,78,Medium,Medium,No,5,54,Low,Yes,1,Low,Medium,Public,Negative,3,No,College,Near,Female,48
13,85,Low,High,Yes,7,63,Medium,No,0,Low,Medium,Public,Neutral,5,No,High School,Moderate,Female,48
11,91,Medium,Low,No,8,45,Medium,Yes,1,High,Medium,Private,Positive,3,No,Postgraduate,Far,Male,48
30,61,High,High,No,10,48,Low,Yes,4,Medium,Medium,Public,Positive,2,No,Postgraduate,Moderate,Male,51
15,84,Medium,High,Yes,6,56,Medium,Yes,2,Medium,Medium,Private,Positive,4,Yes,Postgraduate,,Female,51
